CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA
88;CH;58531.0;B;;0;;1.6573;1.40928;0.16859;BRANCO;71;0
88;CH;58531.0;B;;0;;1.6573;1.40928;0.16859;ROSA;72;0
89;CH;60224.0;E;;0;;1.30667;1.60044;0.162;AZUL;53;0
89;CH;60223.0;E;;0;;2.29329;2.06699;0.17413;AMARELO;54;0
89;CH;60223.0;E;;0;;2.29329;2.06699;0.17413;BRANCO;55;0
89;CH;60215.0;D;;0;;2.07233;1.55811;0.13524;ROSA;56;0
89;CH;58772.0;E;;0;;1.22521;2.63831;0.17959;AZUL;69;0
89;CH;58896.0;E;;0;;1.406;2.50315;0.18312;AMARELO;70;0
89;CH;58896.0;E;;0;;1.406;2.50315;0.18312;BRANCO;71;0
89;CH;58772.0;E;;0;;1.22521;2.63831;0.17959;ROSA;72;0
90;CH;60225.0;D;;0;;0.78917;1.22871;0.1937;AZUL;53;0
90;CH;60225.0;D;;0;;0.78917;1.22871;0.1937;AMARELO;54;0
90;CH;60224.0;E;;0;;1.30667;1.60044;0.162;BRANCO;55;0
90;CH;60219.0;B;;0;;2.48756;1.71943;0.16899;ROSA;56;0
90;CH;58896.0;E;;0;;1.406;2.50315;0.18312;AZUL;69;0
90;CH;58772.0;E;;0;;1.22521;2.63831;0.17959;AMARELO;70;0
90;CH;58772.0;E;;0;;1.22521;2.63831;0.17959;BRANCO;71;0
90;CH;58896.0;E;;0;;1.406;2.50315;0.18312;ROSA;72;0
1;CN;60083.0;C;;0;;1.38076;-1.70677;0.14199;AZUL;49;0
1;CN;60083.0;C;;0;;1.38076;-1.70677;0.14199;AMARELO;50;0
1;CN;60084.0;D;;0;;2.14163;0.62043;0.09837;BRANCO;51;0
1;CN;60086.0;B;;0;;1.23281;0.115;0.34173;ROSA;52;0
1;CN;57919.0;B;;0;;2.34911;-0.06031;0.15259;AZUL;65;0
1;CN;57919.0;B;;0;;2.34911;-0.06031;0.15259;AMARELO;66;0
1;CN;57919.0;B;;0;;2.34911;-0.06031;0.15259;BRANCO;67;0
1;CN;57919.0;B;;0;;2.34911;-0.06031;0.15259;ROSA;68;0
2;CN;60084.0;D;;0;;2.14163;0.62043;0.09837;AZUL;49;0
2;CN;60085.0;A;;0;;0.92339;2.07704;0.30865;AMARELO;50;0
2;CN;60085.0;A;;0;;0.92339;2.07704;0.30865;BRANCO;51;0
2;CN;60087.0;E;;0;;1.21819;0.21694;0.21795;ROSA;52;0
2;CN;57846.0;C;;0;;2.42112;0.01735;0.24;AZUL;65;0
2;CN;57846.0;C;;0;;2.42112;0.01735;0.24;AMARELO;66;0
2;CN;57846.0;C;;0;;2.42112;0.01735;0.24;BRANCO;67;0
2;CN;57846.0;C;;0;;2.42112;0.01735;0.24;ROSA;68;0
3;CN;60085.0;A;;0;;0.92339;2.07704;0.30865;AZUL;49;0
3;CN;60084.0;D;;0;;2.14163;0.62043;0.09837;AMARELO;50;0
3;CN;60083.0;C;;0;;1.38076;-1.70677;0.14199;BRANCO;51;0
3;CN;60089.0;D;;0;;0.46296;0.73577;0.00215;ROSA;52;0
3;CN;57854.0;E;;0;;2.27869;-0.02063;0.2304;AZUL;65;0
3;CN;57984.0;E;;0;;1.52456;0.18244;0.13761;AMARELO;66;0
3;CN;59243.0;E;;0;;2.65564;0.2716;0.13599;BRANCO;67;0
3;CN;59243.0;E;;0;;2.65564;0.2716;0.13599;ROSA;68;0
4;CN;60086.0;B;;0;;1.23281;0.115;0.34173;AZUL;49;0
4;CN;60086.0;B;;0;;1.23281;0.115;0.34173;AMARELO;50;0
4;CN;60087.0;E;;0;;1.21819;0.21694;0.21795;BRANCO;51;0
4;CN;60088.0;D;;0;;1.32028;0.48599;0.31036;ROSA;52;0
4;CN;57984.0;E;;0;;1.52456;0.18244;0.13761;AZUL;65;0
4;CN;57854.0;E;;0;;2.27869;-0.02063;0.2304;AMARELO;66;0
4;CN;57984.0;E;;0;;1.52456;0.18244;0.13761;BRANCO;67;0
4;CN;57854.0;E;;0;;2.27869;-0.02063;0.2304;ROSA;68;0
5;CN;60087.0;E;;0;;1.21819;0.21694;0.21795;AZUL;49;0
5;CN;60087.0;E;;0;;1.21819;0.21694;0.21795;AMARELO;50;0
5;CN;60086.0;B;;0;;1.23281;0.115;0.34173;BRANCO;51;0
5;CN;60083.0;C;;0;;1.38076;-1.70677;0.14199;ROSA;52;0
5;CN;59243.0;E;;0;;2.65564;0.2716;0.13599;AZUL;65;0
5;CN;59243.0;E;;0;;2.65564;0.2716;0.13599;AMARELO;66;0
5;CN;57854.0;E;;0;;2.27869;-0.02063;0.2304;BRANCO;67;0
5;CN;57984.0;E;;0;;1.52456;0.18244;0.13761;ROSA;68;0
6;CN;60088.0;D;;0;;1.32028;0.48599;0.31036;AZUL;49;0
6;CN;60089.0;D;;0;;0.46296;0.73577;0.00215;AMARELO;50;0
6;CN;60088.0;D;;0;;1.32028;0.48599;0.31036;BRANCO;51;0
6;CN;60085.0;A;;0;;0.92339;2.07704;0.30865;ROSA;52;0
6;CN;57848.0;D;;0;;1.20845;0.2239;0.13554;AZUL;65;0
6;CN;57848.0;D;;0;;1.20845;0.2239;0.13554;AMARELO;66;0
6;CN;57848.0;D;;0;;1.20845;0.2239;0.13554;BRANCO;67;0
6;CN;57848.0;D;;0;;1.20845;0.2239;0.13554;ROSA;68;0
7;CN;60089.0;D;;0;;0.46296;0.73577;0.00215;AZUL;49;0
7;CN;60088.0;D;;0;;1.32028;0.48599;0.31036;AMARELO;50;0
7;CN;60089.0;D;;0;;0.46296;0.73577;0.00215;BRANCO;51;0
7;CN;60084.0;D;;0;;2.14163;0.62043;0.09837;ROSA;52;0
7;CN;57985.0;A;;0;;1.39304;0.43441;0.15555;AZUL;65;0
7;CN;57985.0;A;;0;;1.39304;0.43441;0.15555;AMARELO;66;0
7;CN;57985.0;A;;0;;1.39304;0.43441;0.15555;BRANCO;67;0
7;CN;57985.0;A;;0;;1.39304;0.43441;0.15555;ROSA;68;0
8;CN;60090.0;B;;0;;0.99019;-0.04312;0.04952;AZUL;49;0
8;CN;60090.0;B;;0;;0.99019;-0.04312;0.04952;AMARELO;50;0
8;CN;60092.0;C;;0;;1.53326;0.32209;0.13856;BRANCO;51;0
8;CN;60090.0;B;;0;;0.99019;-0.04312;0.04952;ROSA;52;0
8;CN;57863.0;B;;0;;1.64269;0.30993;0.18258;AZUL;65;0
8;CN;57863.0;B;;0;;1.64269;0.30993;0.18258;AMARELO;66;0
8;CN;57863.0;B;;0;;1.64269;0.30993;0.18258;BRANCO;67;0
8;CN;57863.0;B;;0;;1.64269;0.30993;0.18258;ROSA;68;0
9;CN;59286.0;D;;0;;1.63358;2.09416;0.12732;AZUL;49;0
9;CN;59286.0;D;;0;;1.63358;2.09416;0.12732;AMARELO;50;0
9;CN;59286.0;D;;0;;1.63358;2.09416;0.12732;BRANCO;51;0
9;CN;59286.0;D;;0;;1.63358;2.09416;0.12732;ROSA;52;0
9;CN;59316.0;D;;0;;2.80825;0.50926;0.20163;AZUL;65;0
9;CN;58861.0;D;;0;;1.42367;0.52896;0.12515;AMARELO;66;0
9;CN;57918.0;B;;0;;2.73668;0.52155;0.18763;BRANCO;67;0
9;CN;58861.0;D;;0;;1.42367;0.52896;0.12515;ROSA;68;0
10;CN;60091.0;C;;0;;1.97011;1.35298;0.14727;AZUL;49;0
10;CN;60092.0;C;;0;;1.53326;0.32209;0.13856;AMARELO;50;0
10;CN;60091.0;C;;0;;1.97011;1.35298;0.14727;BRANCO;51;0
10;CN;60091.0;C;;0;;1.97011;1.35298;0.14727;ROSA;52;0
10;CN;57918.0;B;;0;;2.73668;0.52155;0.18763;AZUL;65;0
10;CN;59316.0;D;;0;;2.80825;0.50926;0.20163;AMARELO;66;0
10;CN;58861.0;D;;0;;1.42367;0.52896;0.12515;BRANCO;67;0
10;CN;57918.0;B;;0;;2.73668;0.52155;0.18763;ROSA;68;0
11;CN;60092.0;C;;0;;1.53326;0.32209;0.13856;AZUL;49;0
11;CN;60091.0;C;;0;;1.97011;1.35298;0.14727;AMARELO;50;0
11;CN;60090.0;B;;0;;0.99019;-0.04312;0.04952;BRANCO;51;0
11;CN;60092.0;C;;0;;1.53326;0.32209;0.13856;ROSA;52;0
11;CN;58861.0;D;;0;;1.42367;0.52896;0.12515;AZUL;65;0
11;CN;57918.0;B;;0;;2.73668;0.52155;0.18763;AMARELO;66;0
11;CN;59316.0;D;;0;;2.80825;0.50926;0.20163;BRANCO;67;0
11;CN;59316.0;D;;0;;2.80825;0.50926;0.20163;ROSA;68;0
12;CN;60126.0;A;;0;;1.14174;2.0854;0.11183;AZUL;49;0
12;CN;60126.0;A;;0;;1.14174;2.0854;0.11183;AMARELO;50;0
12;CN;60127.0;D;;0;;1.33828;-0.83038;0.0092;BRANCO;51;0
12;CN;60126.0;A;;0;;1.14174;2.0854;0.11183;ROSA;52;0
12;CN;57981.0;E;;0;;0.97445;0.55223;0.11771;AZUL;65;0
12;CN;57981.0;E;;0;;0.97445;0.55223;0.11771;AMARELO;66;0
12;CN;57981.0;E;;0;;0.97445;0.55223;0.11771;BRANCO;67;0
12;CN;57981.0;E;;0;;0.97445;0.55223;0.11771;ROSA;68;0
13;CN;60127.0;D;;0;;1.33828;-0.83038;0.0092;AZUL;49;0
13;CN;60127.0;D;;0;;1.33828;-0.83038;0.0092;AMARELO;50;0
13;CN;60126.0;A;;0;;1.14174;2.0854;0.11183;BRANCO;51;0
13;CN;60127.0;D;;0;;1.33828;-0.83038;0.0092;ROSA;52;0
13;CN;59234.0;E;;0;;1.38727;0.60885;0.11718;AZUL;65;0
13;CN;59234.0;E;;0;;1.38727;0.60885;0.11718;AMARELO;66;0
13;CN;59234.0;E;;0;;1.38727;0.60885;0.11718;BRANCO;67;0
13;CN;59234.0;E;;0;;1.38727;0.60885;0.11718;ROSA;68;0
14;CN;58443.0;E;;0;;0.78172;-0.79595;0.00663;AZUL;49;0
14;CN;58443.0;E;;0;;0.78172;-0.79595;0.00663;AMARELO;50;0
14;CN;58443.0;E;;0;;0.78172;-0.79595;0.00663;BRANCO;51;0
14;CN;58443.0;E;;0;;0.78172;-0.79595;0.00663;ROSA;52;0
14;CN;57940.0;D;;0;;1.63639;0.72493;0.14124;AZUL;65;0
14;CN;59338.0;A;;0;;1.49675;0.89749;0.21504;AMARELO;66;0
14;CN;59338.0;A;;0;;1.49675;0.89749;0.21504;BRANCO;67;0
14;CN;57940.0;D;;0;;1.63639;0.72493;0.14124;ROSA;68;0
15;CN;60128.0;B;;0;;1.9303;2.32807;0.17045;AZUL;49;0
15;CN;60128.0;B;;0;;1.9303;2.32807;0.17045;AMARELO;50;0
15;CN;60129.0;D;;0;;1.16625;0.4491;0.10048;BRANCO;51;0
15;CN;60129.0;D;;0;;1.16625;0.4491;0.10048;ROSA;52;0
15;CN;59338.0;A;;0;;1.49675;0.89749;0.21504;AZUL;65;0
15;CN;57940.0;D;;0;;1.63639;0.72493;0.14124;AMARELO;66;0
15;CN;57940.0;D;;0;;1.63639;0.72493;0.14124;BRANCO;67;0
15;CN;59338.0;A;;0;;1.49675;0.89749;0.21504;ROSA;68;0
16;CN;60129.0;D;;0;;1.16625;0.4491;0.10048;AZUL;49;0
16;CN;60129.0;D;;0;;1.16625;0.4491;0.10048;AMARELO;50;0
16;CN;60128.0;B;;0;;1.9303;2.32807;0.17045;BRANCO;51;0
16;CN;60128.0;B;;0;;1.9303;2.32807;0.17045;ROSA;52;0
16;CN;59221.0;C;;0;;2.06425;0.8754;0.2128;AZUL;65;0
16;CN;59221.0;C;;0;;2.06425;0.8754;0.2128;AMARELO;66;0
16;CN;59221.0;C;;0;;2.06425;0.8754;0.2128;BRANCO;67;0
16;CN;59221.0;C;;0;;2.06425;0.8754;0.2128;ROSA;68;0
17;CN;60130.0;E;;0;;3.68523;2.43214;0.04399;AZUL;49;0
17;CN;60131.0;E;;0;;0.88832;2.65902;0.3076;AMARELO;50;0
17;CN;60130.0;E;;0;;3.68523;2.43214;0.04399;BRANCO;51;0
17;CN;60130.0;E;;0;;3.68523;2.43214;0.04399;ROSA;52;0
17;CN;57937.0;D;;0;;2.12286;0.92281;0.10043;AZUL;65;0
17;CN;57937.0;D;;0;;2.12286;0.92281;0.10043;AMARELO;66;0
17;CN;57937.0;D;;0;;2.12286;0.92281;0.10043;BRANCO;67;0
17;CN;57937.0;D;;0;;2.12286;0.92281;0.10043;ROSA;68;0
18;CN;60131.0;E;;0;;0.88832;2.65902;0.3076;AZUL;49;0
18;CN;60130.0;E;;0;;3.68523;2.43214;0.04399;AMARELO;50;0
18;CN;60131.0;E;;0;;0.88832;2.65902;0.3076;BRANCO;51;0
18;CN;60131.0;E;;0;;0.88832;2.65902;0.3076;ROSA;52;0
18;CN;59238.0;C;;0;;1.99792;0.97894;0.17101;AZUL;65;0
18;CN;59238.0;C;;0;;1.99792;0.97894;0.17101;AMARELO;66;0
18;CN;57876.0;A;;0;;2.04662;0.97418;0.1045;BRANCO;67;0
18;CN;57876.0;A;;0;;2.04662;0.97418;0.1045;ROSA;68;0
19;CN;59275.0;D;;0;;2.04966;1.09094;0.16162;AZUL;49;0
19;CN;59275.0;D;;0;;2.04966;1.09094;0.16162;AMARELO;50;0
19;CN;59275.0;D;;0;;2.04966;1.09094;0.16162;BRANCO;51;0
19;CN;59275.0;D;;0;;2.04966;1.09094;0.16162;ROSA;52;0
19;CN;57876.0;A;;0;;2.04662;0.97418;0.1045;AZUL;65;0
19;CN;57876.0;A;;0;;2.04662;0.97418;0.1045;AMARELO;66;0
19;CN;59238.0;C;;0;;1.99792;0.97894;0.17101;BRANCO;67;0
19;CN;59238.0;C;;0;;1.99792;0.97894;0.17101;ROSA;68;0
20;CN;60132.0;E;;0;;0.84679;-0.83963;0.00135;AZUL;49;0
20;CN;60132.0;E;;0;;0.84679;-0.83963;0.00135;AMARELO;50;0
20;CN;60133.0;C;;0;;3.08201;1.3096;0.21834;BRANCO;51;0
20;CN;60132.0;E;;0;;0.84679;-0.83963;0.00135;ROSA;52;0
20;CN;58418.0;D;;0;;2.13023;0.85988;0.17556;AZUL;65;0
20;CN;58856.0;C;;0;;1.76668;1.12478;0.06873;AMARELO;66;0
20;CN;58856.0;C;;0;;1.76668;1.12478;0.06873;BRANCO;67;0
20;CN;58418.0;D;;0;;2.13023;0.85988;0.17556;ROSA;68;0
21;CN;60133.0;C;;0;;3.08201;1.3096;0.21834;AZUL;49;0
21;CN;60134.0;D;;0;;1.64897;0.05733;0.10661;AMARELO;50;0
21;CN;60132.0;E;;0;;0.84679;-0.83963;0.00135;BRANCO;51;0
21;CN;60134.0;D;;0;;1.64897;0.05733;0.10661;ROSA;52;0
21;CN;58856.0;C;;0;;1.76668;1.12478;0.06873;AZUL;65;0
21;CN;58418.0;D;;0;;2.13023;0.85988;0.17556;AMARELO;66;0
21;CN;58418.0;D;;0;;2.13023;0.85988;0.17556;BRANCO;67;0
21;CN;58856.0;C;;0;;1.76668;1.12478;0.06873;ROSA;68;0
22;CN;60134.0;D;;0;;1.64897;0.05733;0.10661;AZUL;49;0
22;CN;60133.0;C;;0;;3.08201;1.3096;0.21834;AMARELO;50;0
22;CN;60134.0;D;;0;;1.64897;0.05733;0.10661;BRANCO;51;0
22;CN;60133.0;C;;0;;3.08201;1.3096;0.21834;ROSA;52;0
22;CN;58456.0;B;;0;;2.81132;1.08545;0.15944;AZUL;65;0
22;CN;58456.0;B;;0;;2.81132;1.08545;0.15944;AMARELO;66;0
22;CN;58456.0;B;;0;;2.81132;1.08545;0.15944;BRANCO;67;0
22;CN;58456.0;B;;0;;2.81132;1.08545;0.15944;ROSA;68;0
23;CN;60135.0;E;;0;;1.60996;2.99298;0.27309;AZUL;49;0
23;CN;60135.0;E;;0;;1.60996;2.99298;0.27309;AMARELO;50;0
23;CN;60135.0;E;;0;;1.60996;2.99298;0.27309;BRANCO;51;0
23;CN;60135.0;E;;0;;1.60996;2.99298;0.27309;ROSA;52;0
23;CN;58851.0;D;;0;;2.1441;1.12618;0.1958;AZUL;65;0
23;CN;58851.0;D;;0;;2.1441;1.12618;0.1958;AMARELO;66;0
23;CN;58851.0;D;;0;;2.1441;1.12618;0.1958;BRANCO;67;0
23;CN;58851.0;D;;0;;2.1441;1.12618;0.1958;ROSA;68;0
24;CN;57978.0;A;;0;;2.46597;1.79362;0.14032;AZUL;49;0
24;CN;57978.0;A;;0;;2.46597;1.79362;0.14032;AMARELO;50;0
24;CN;57978.0;A;;0;;2.46597;1.79362;0.14032;BRANCO;51;0
24;CN;57978.0;A;;0;;2.46597;1.79362;0.14032;ROSA;52;0
24;CN;58009.0;B;;0;;1.03245;1.23487;0.12791;AZUL;65;0
24;CN;58009.0;B;;0;;1.03245;1.23487;0.12791;AMARELO;66;0
24;CN;57887.0;C;;0;;1.03878;1.22652;0.15841;BRANCO;67;0
24;CN;59231.0;A;;0;;1.86332;1.14879;0.1245;ROSA;68;0
25;CN;60136.0;B;;0;;2.29092;1.87019;0.18203;AZUL;49;0
25;CN;60138.0;D;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;AMARELO;50;0
25;CN;60137.0;D;;0;;2.0613;1.85241;0.15794;BRANCO;51;0
25;CN;60139.0;B;;0;;0.73207;2.33294;0.16515;ROSA;52;0
25;CN;59231.0;A;;0;;1.86332;1.14879;0.1245;AZUL;65;0
25;CN;57887.0;C;;0;;1.03878;1.22652;0.15841;AMARELO;66;0
25;CN;59231.0;A;;0;;1.86332;1.14879;0.1245;BRANCO;67;0
25;CN;57887.0;C;;0;;1.03878;1.22652;0.15841;ROSA;68;0
26;CN;60137.0;D;;0;;2.0613;1.85241;0.15794;AZUL;49;0
26;CN;60136.0;B;;0;;2.29092;1.87019;0.18203;AMARELO;50;0
26;CN;60136.0;B;;0;;2.29092;1.87019;0.18203;BRANCO;51;0
26;CN;60136.0;B;;0;;2.29092;1.87019;0.18203;ROSA;52;0
26;CN;57887.0;C;;0;;1.03878;1.22652;0.15841;AZUL;65;0
26;CN;59231.0;A;;0;;1.86332;1.14879;0.1245;AMARELO;66;0
26;CN;58009.0;B;;0;;1.03245;1.23487;0.12791;BRANCO;67;0
26;CN;58009.0;B;;0;;1.03245;1.23487;0.12791;ROSA;68;0
27;CN;60138.0;D;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;AZUL;49;0
27;CN;60137.0;D;;0;;2.0613;1.85241;0.15794;AMARELO;50;0
27;CN;60138.0;D;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;BRANCO;51;0
27;CN;60137.0;D;;0;;2.0613;1.85241;0.15794;ROSA;52;0
27;CN;59288.0;B;;0;;1.88362;1.29849;0.14575;AZUL;65;0
27;CN;59288.0;B;;0;;1.88362;1.29849;0.14575;AMARELO;66;0
27;CN;59288.0;B;;0;;1.88362;1.29849;0.14575;BRANCO;67;0
27;CN;59288.0;B;;0;;1.88362;1.29849;0.14575;ROSA;68;0
28;CN;60139.0;B;;0;;0.73207;2.33294;0.16515;AZUL;49;0
28;CN;60139.0;B;;0;;0.73207;2.33294;0.16515;AMARELO;50;0
28;CN;60139.0;B;;0;;0.73207;2.33294;0.16515;BRANCO;51;0
28;CN;60138.0;D;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;ROSA;52;0
28;CN;58007.0;A;;0;;1.59435;1.41579;0.12824;AZUL;65;0
28;CN;58380.0;B;;0;;2.75743;1.38316;0.18707;AMARELO;66;0
28;CN;58380.0;B;;0;;2.75743;1.38316;0.18707;BRANCO;67;0
28;CN;58380.0;B;;0;;2.75743;1.38316;0.18707;ROSA;68;0
29;CN;57968.0;D;;0;;2.79346;1.78311;0.2763;AZUL;49;0
29;CN;57968.0;D;;0;;2.79346;1.78311;0.2763;AMARELO;50;0
29;CN;57968.0;D;;0;;2.79346;1.78311;0.2763;BRANCO;51;0
29;CN;57968.0;D;;0;;2.79346;1.78311;0.2763;ROSA;52;0
29;CN;58380.0;B;;0;;2.75743;1.38316;0.18707;AZUL;65;0
29;CN;58007.0;A;;0;;1.59435;1.41579;0.12824;AMARELO;66;0
29;CN;58007.0;A;;0;;1.59435;1.41579;0.12824;BRANCO;67;0
29;CN;58007.0;A;;0;;1.59435;1.41579;0.12824;ROSA;68;0
30;CN;60140.0;D;;0;;3.44212;2.54978;0.14339;AZUL;49;0
30;CN;60142.0;B;;0;;0.82821;1.92002;0.20297;AMARELO;50;0
30;CN;60141.0;E;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;BRANCO;51;0
30;CN;60142.0;B;;0;;0.82821;1.92002;0.20297;ROSA;52;0
30;CN;59242.0;C;;0;;1.05636;1.42738;0.12618;AZUL;65;0
30;CN;59318.0;D;;0;;1.34196;1.56386;0.12914;AMARELO;66;0
30;CN;59318.0;D;;0;;1.34196;1.56386;0.12914;BRANCO;67;0
30;CN;59242.0;C;;0;;1.05636;1.42738;0.12618;ROSA;68;0
31;CN;60141.0;E;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;AZUL;49;0
31;CN;60140.0;D;;0;;3.44212;2.54978;0.14339;AMARELO;50;0
31;CN;60140.0;D;;0;;3.44212;2.54978;0.14339;BRANCO;51;0
31;CN;60140.0;D;;0;;3.44212;2.54978;0.14339;ROSA;52;0
31;CN;59318.0;D;;0;;1.34196;1.56386;0.12914;AZUL;65;0
31;CN;59242.0;C;;0;;1.05636;1.42738;0.12618;AMARELO;66;0
31;CN;59242.0;C;;0;;1.05636;1.42738;0.12618;BRANCO;67;0
31;CN;59318.0;D;;0;;1.34196;1.56386;0.12914;ROSA;68;0
32;CN;60142.0;B;;0;;0.82821;1.92002;0.20297;AZUL;49;0
32;CN;60141.0;E;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;AMARELO;50;0
32;CN;60142.0;B;;0;;0.82821;1.92002;0.20297;BRANCO;51;0
32;CN;60141.0;E;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;ROSA;52;0
32;CN;58849.0;D;;0;;2.77832;1.61434;0.18783;AZUL;65;0
32;CN;58849.0;D;;0;;2.77832;1.61434;0.18783;AMARELO;66;0
32;CN;58849.0;D;;0;;2.77832;1.61434;0.18783;BRANCO;67;0
32;CN;58849.0;D;;0;;2.77832;1.61434;0.18783;ROSA;68;0
33;CN;60143.0;C;;0;;2.48605;1.5324;0.14059;AZUL;49;0
33;CN;60143.0;C;;0;;2.48605;1.5324;0.14059;AMARELO;50;0
33;CN;60143.0;C;;0;;2.48605;1.5324;0.14059;BRANCO;51;0
33;CN;60143.0;C;;0;;2.48605;1.5324;0.14059;ROSA;52;0
33;CN;59327.0;B;;0;;1.37478;1.67301;0.20664;AZUL;65;0
33;CN;59327.0;B;;0;;1.37478;1.67301;0.20664;AMARELO;66;0
33;CN;59296.0;E;;0;;1.09269;1.72299;0.1913;BRANCO;67;0
33;CN;59296.0;E;;0;;1.09269;1.72299;0.1913;ROSA;68;0
34;CN;59321.0;C;;0;;0.58875;3.25833;0.11921;AZUL;49;0
34;CN;59321.0;C;;0;;0.58875;3.25833;0.11921;AMARELO;50;0
34;CN;59321.0;C;;0;;0.58875;3.25833;0.11921;BRANCO;51;0
34;CN;59321.0;C;;0;;0.58875;3.25833;0.11921;ROSA;52;0
34;CN;59296.0;E;;0;;1.09269;1.72299;0.1913;AZUL;65;0
34;CN;59296.0;E;;0;;1.09269;1.72299;0.1913;AMARELO;66;0
34;CN;59327.0;B;;0;;1.37478;1.67301;0.20664;BRANCO;67;0
34;CN;59327.0;B;;0;;1.37478;1.67301;0.20664;ROSA;68;0
35;CN;60144.0;A;;0;;4.39929;2.69333;0.1199;AZUL;49;0
35;CN;60144.0;A;;0;;4.39929;2.69333;0.1199;AMARELO;50;0
35;CN;60145.0;E;;0;;1.35503;2.67523;0.15573;BRANCO;51;0
35;CN;60144.0;A;;0;;4.39929;2.69333;0.1199;ROSA;52;0
35;CN;59252.0;B;;0;;1.25757;1.7774;0.13509;AZUL;65;0
35;CN;59249.0;B;;0;;1.10698;1.7492;0.20057;AMARELO;66;0
35;CN;59249.0;B;;0;;1.10698;1.7492;0.20057;BRANCO;67;0
35;CN;59252.0;B;;0;;1.25757;1.7774;0.13509;ROSA;68;0
36;CN;60145.0;E;;0;;1.35503;2.67523;0.15573;AZUL;49;0
36;CN;60145.0;E;;0;;1.35503;2.67523;0.15573;AMARELO;50;0
36;CN;60144.0;A;;0;;4.39929;2.69333;0.1199;BRANCO;51;0
36;CN;60145.0;E;;0;;1.35503;2.67523;0.15573;ROSA;52;0
36;CN;59249.0;B;;0;;1.10698;1.7492;0.20057;AZUL;65;0
36;CN;59252.0;B;;0;;1.25757;1.7774;0.13509;AMARELO;66;0
36;CN;59252.0;B;;0;;1.25757;1.7774;0.13509;BRANCO;67;0
36;CN;59249.0;B;;0;;1.10698;1.7492;0.20057;ROSA;68;0
37;CN;60146.0;D;;0;;1.46331;1.3607;0.13986;AZUL;49;0
37;CN;60146.0;D;;0;;1.46331;1.3607;0.13986;AMARELO;50;0
37;CN;60146.0;D;;0;;1.46331;1.3607;0.13986;BRANCO;51;0
37;CN;60146.0;D;;0;;1.46331;1.3607;0.13986;ROSA;52;0
37;CN;58393.0;D;;0;;1.04029;2.06537;0.11917;AZUL;65;0
37;CN;58393.0;D;;0;;1.04029;2.06537;0.11917;AMARELO;66;0
37;CN;58393.0;D;;0;;1.04029;2.06537;0.11917;BRANCO;67;0
37;CN;58393.0;D;;0;;1.04029;2.06537;0.11917;ROSA;68;0
38;CN;60147.0;D;;0;;1.0294;3.1985;0.15826;AZUL;49;0
38;CN;60147.0;D;;0;;1.0294;3.1985;0.15826;AMARELO;50;0
38;CN;60147.0;D;;0;;1.0294;3.1985;0.15826;BRANCO;51;0
38;CN;59311.0;D;;0;;1.25894;1.13884;0.21397;ROSA;52;0
38;CN;60096.0;A;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;AZUL;65;0
38;CN;58004.0;E;;0;;1.29191;2.09072;0.27417;AMARELO;66;0
38;CN;58004.0;E;;0;;1.29191;2.09072;0.27417;BRANCO;67;0
38;CN;60096.0;A;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;ROSA;68;0
39;CN;58396.0;B;;0;;1.84597;2.63754;0.2288;AZUL;49;0
39;CN;58396.0;B;;0;;1.84597;2.63754;0.2288;AMARELO;50;0
39;CN;58396.0;B;;0;;1.84597;2.63754;0.2288;BRANCO;51;0
39;CN;58396.0;B;;0;;1.84597;2.63754;0.2288;ROSA;52;0
39;CN;58004.0;E;;0;;1.29191;2.09072;0.27417;AZUL;65;0
39;CN;60096.0;A;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;AMARELO;66;0
39;CN;60096.0;A;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;BRANCO;67;0
39;CN;58004.0;E;;0;;1.29191;2.09072;0.27417;ROSA;68;0
40;CN;59311.0;D;;0;;1.25894;1.13884;0.21397;AZUL;49;0
40;CN;60148.0;A;;0;;0.88424;3.35507;0.18393;AMARELO;50;0
40;CN;59311.0;D;;0;;1.25894;1.13884;0.21397;BRANCO;51;0
40;CN;60148.0;A;;0;;0.88424;3.35507;0.18393;ROSA;52;0
40;CN;58855.0;C;;0;;2.21662;1.95214;0.19071;AZUL;65;0
40;CN;58855.0;C;;0;;2.21662;1.95214;0.19071;AMARELO;66;0
40;CN;59206.0;E;;0;;0.98065;2.43199;0.1551;BRANCO;67;0
40;CN;59206.0;E;;0;;0.98065;2.43199;0.1551;ROSA;68;0
